STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
48,201,313300,2654,+29.702455,-095.335899
48,201,313400,2935,+29.694595,-095.339619
48,201,313500,2501,+29.690092,-095.346513
48,201,313600,4831,+29.690147,-095.358902
48,201,313700,2457,+29.696661,-095.365871
48,201,313800,4774,+29.687958,-095.372192
48,201,313900,4495,+29.688338,-095.384162
48,201,314001,2759,+29.694664,-095.390796
48,201,314002,7544,+29.688270,-095.397252
48,201,314300,3962,+29.681235,-095.418995
48,201,314400,3093,+29.696958,-095.407249
48,201,320100,2876,+29.695663,-095.281262
48,201,320200,6662,+29.693814,-095.271037
48,201,320500,4618,+29.694698,-095.246052
48,201,320601,2638,+29.682285,-095.262867
48,201,320602,4537,+29.676967,-095.259388
48,201,320700,3849,+29.675548,-095.248605
48,201,320800,5367,+29.660477,-095.241046
48,201,320900,7394,+29.648165,-095.236847
48,201,321000,7508,+29.639208,-095.229671
48,201,321100,7397,+29.623317,-095.209085
48,201,321200,4284,+29.640599,-095.201183
48,201,321300,5546,+29.649059,-095.216937
48,201,321401,4383,+29.665330,-095.225522
48,201,321402,4248,+29.656494,-095.218701
48,201,321500,2985,+29.665205,-095.212102
48,201,321600,6785,+29.676594,-095.217832
48,201,321700,3049,+29.679754,-095.236109
48,201,321800,4108,+29.688170,-095.237946
48,201,321900,5855,+29.694288,-095.225399
48,201,322000,4258,+29.701773,-095.218698
48,201,322100,4101,+29.690106,-095.210157
48,201,322200,1688,+29.702321,-095.212601
48,201,322600,5329,+29.697338,-095.157654
48,201,322700,7400,+29.700987,-095.166844
48,201,322800,6414,+29.705303,-095.179691
48,201,322900,4186,+29.702760,-095.191899
48,201,323000,6318,+29.695816,-095.187718
48,201,323100,3333,+29.691874,-095.173701
48,201,323200,5612,+29.686565,-095.182374
48,201,323300,3510,+29.686083,-095.200200
48,201,323400,7431,+29.677167,-095.200134
48,201,323500,5377,+29.664223,-095.202378
48,201,323600,8378,+29.646214,-095.188855
48,201,323701,4158,+29.655847,-095.180370
48,201,323702,3219,+29.645518,-095.177747
48,201,323801,3896,+29.675101,-095.189016
48,201,323802,4844,+29.674318,-095.178268
48,201,323900,3875,+29.675274,-095.164771
48,201,324000,5561,+29.648496,-095.168655
48,201,324100,5540,+29.707021,-095.207579
48,201,324200,1647,+29.718171,-095.260645
48,201,330100,8313,+29.634878,-095.422316
48,201,330200,4243,+29.636780,-095.457025
48,201,330301,7169,+29.635234,-095.473921
48,201,330302,5527,+29.615039,-095.474466
48,201,330303,4061,+29.626903,-095.496145
48,201,330400,4663,+29.617144,-095.454462
48,201,330500,4121,+29.624143,-095.432779
48,201,330600,6424,+29.613534,-095.435070
48,201,330700,7796,+29.600757,-095.448157
48,201,330800,8571,+29.604558,-095.358468
48,201,330900,7886,+29.616233,-095.401861
48,201,331100,3843,+29.673534,-095.369292
48,201,331200,3473,+29.663132,-095.365985
48,201,331300,4647,+29.648400,-095.375973
48,201,331400,2520,+29.653631,-095.363857
48,201,331500,7145,+29.630015,-095.365756
48,201,331601,6458,+29.629340,-095.347109
48,201,331602,2340,+29.631957,-095.331140
48,201,331700,3971,+29.641131,-095.340755
48,201,331800,3682,+29.652875,-095.344844
48,201,331900,3364,+29.662683,-095.345145
48,201,332000,5593,+29.672522,-095.346920
48,201,332100,3037,+29.680152,-095.343691
48,201,332200,4985,+29.681261,-095.332144
48,201,332300,2918,+29.666430,-095.323839
48,201,332400,4271,+29.661639,-095.332774
48,201,332500,3257,+29.663372,-095.310343
48,201,332600,6605,+29.675015,-095.303490
48,201,332700,2728,+29.685418,-095.311235
48,201,332800,4617,+29.691958,-095.306959
48,201,332900,5049,+29.690415,-095.291461
48,201,333000,3315,+29.681890,-095.286857
48,201,333100,3663,+29.674934,-095.279175
48,201,333201,4998,+29.670018,-095.271043
48,201,333202,5674,+29.661465,-095.272147
48,201,333300,9372,+29.635370,-095.246042
48,201,333500,6433,+29.665681,-095.281037
48,201,333600,3156,+29.657709,-095.300395
48,201,333700,3156,+29.632955,-095.280303
48,201,333800,9228,+29.613976,-095.278019
48,201,333901,8311,+29.610813,-095.256426
48,201,333902,8217,+29.615706,-095.242177
48,201,334001,3178,+29.616074,-095.226138
48,201,334002,2089,+29.607551,-095.216231
48,201,334003,5976,+29.606900,-095.228366
48,201,334100,9914,+29.649639,-095.430981
48,201,340100,4618,+29.598835,-095.187043
48,201,340201,1653,+29.590849,-095.147689
48,201,340202,4577,+29.605102,-095.132734
48,201,340203,4035,+29.599673,-095.099848
48,201,340301,4278,+29.590433,-095.125929
48,201,340302,6814,+29.596412,-095.113147
48,201,340400,1358,+29.579975,-095.115326
48,201,340500,6367,+29.566501,-095.120065
48,201,340600,2511,+29.576299,-095.131046
48,201,340700,7167,+29.563313,-095.134752
48,201,340800,5734,+29.582384,-095.141956
48,201,340900,4216,+29.564034,-095.148478
48,201,341000,6799,+29.553982,-095.140582
48,201,341100,3832,+29.541905,-095.118896
48,201,341201,3974,+29.530972,-095.110607
48,201,341202,4833,+29.544644,-095.090027
48,201,341301,4864,+29.566839,-095.104219
48,201,341302,3133,+29.550761,-095.105131
48,201,341400,5156,+29.578779,-095.058492
48,201,341501,6449,+29.576018,-095.039861
48,201,341502,3902,+29.565576,-095.036523
48,201,341600,5463,+29.580982,-095.012242
48,201,341700,2455,+29.623386,-095.012116
48,201,341800,1843,+29.628427,-095.025474
48,201,342001,6843,+29.642105,-095.133137
48,201,342002,3413,+29.643903,-095.149057
48,201,342100,4384,+29.657385,-095.143812
48,201,342200,4217,+29.670761,-095.143367
48,201,342300,6442,+29.672702,-095.129565
48,201,342400,3104,+29.687020,-095.148115
48,201,342500,6260,+29.691793,-095.132250
48,201,342700,5054,+29.693955,-095.118678
48,201,342800,8854,+29.689967,-095.103951
48,201,342900,5437,+29.673005,-095.112136
48,201,343000,7423,+29.658447,-095.104869
48,201,343100,4629,+29.657703,-095.079996
48,201,343200,4944,+29.658618,-095.062961
48,201,343301,4452,+29.682723,-095.069916
48,201,343302,4763,+29.669216,-095.073959
48,201,343600,3317,+29.661851,-095.010304
48,201,343700,2945,+29.662297,-095.025085
48,201,350100,15280,+29.576599,-095.234621
48,201,350200,8405,+29.594557,-095.233157
48,201,350300,5904,+29.582739,-095.225214
48,201,350400,6182,+29.592896,-095.212462
48,201,350500,6848,+29.588274,-095.198308
48,201,350601,4115,+29.543536,-095.169261
48,201,350602,8714,+29.537889,-095.177590
48,201,350700,2272,+29.533608,-095.185826
48,201,350801,4855,+29.525337,-095.172363
48,201,350802,7084,+29.518830,-095.157319
48,201,410100,3793,+29.755897,-095.379488
48,201,410200,4202,+29.756925,-095.390811
48,201,410300,2621,+29.757171,-095.402736
48,201,410401,3807,+29.747875,-095.406249
48,201,410402,2556,+29.747083,-095.398462
48,201,410500,4209,+29.749246,-095.387798
48,201,410600,3206,+29.748191,-095.377575
48,201,410701,3640,+29.741269,-095.389423
48,201,410702,2622,+29.736151,-095.391861
48,201,410800,3818,+29.738049,-095.405238
48,201,410900,2684,+29.733056,-095.400239
48,201,411000,4162,+29.738888,-095.417424
48,201,411100,3450,+29.748877,-095.414336
48,201,411200,1803,+29.751209,-095.433984
48,201,411300,3383,+29.747392,-095.453084
48,201,411400,2775,+29.744507,-095.434689
48,201,411501,5233,+29.735694,-095.440835
48,201,411502,3916,+29.735278,-095.428528
48,201,411600,2307,+29.736024,-095.453164
48,201,411700,2774,+29.723695,-095.454311
48,201,411800,4835,+29.726593,-095.429679
48,201,411900,3681,+29.728257,-095.397957
48,201,412000,2892,+29.722369,-095.409294
48,201,412100,2328,+29.718281,-095.399288
48,201,412200,5355,+29.708613,-095.412151
48,201,412300,6527,+29.716131,-095.423998
48,201,412400,4541,+29.716101,-095.435696
48,201,412500,1715,+29.709136,-095.437548
48,201,412600,3737,+29.715448,-095.444414
48,201,412700,3262,+29.713234,-095.453509
48,201,412800,4930,+29.697330,-095.452503
48,201,412900,3892,+29.684561,-095.448214
48,201,413000,3460,+29.696388,-095.441491
48,201,413100,3087,+29.699289,-095.432344
48,201,413201,2626,+29.702323,-095.424596
48,201,413202,2878,+29.700554,-095.419814
48,201,413300,6897,+29.688172,-095.427102
48,201,420100,3062,+29.673871,-095.436195
48,201,420200,2547,+29.671824,-095.442777
48,201,420300,3411,+29.671905,-095.454399
48,201,420400,3393,+29.658808,-095.455806
48,201,420500,4041,+29.650687,-095.475264
48,201,420600,2232,+29.660607,-095.470575
48,201,420700,3139,+29.671879,-095.469301
48,201,420800,2512,+29.684194,-095.469914
48,201,420900,6231,+29.697306,-095.468890
48,201,421000,2497,+29.712885,-095.466076
48,201,421101,3729,+29.723021,-095.473790
48,201,421102,5544,+29.720774,-095.479963
48,201,421201,4399,+29.721948,-095.488650
48,201,421202,4145,+29.718551,-095.489030
48,201,421300,6635,+29.708113,-095.498417
48,201,421401,3626,+29.714887,-095.491123
48,201,421402,3440,+29.714656,-095.486918
48,201,421403,4363,+29.709200,-095.489791
48,201,421500,6484,+29.711419,-095.480050
48,201,421600,7014,+29.701453,-095.485722
48,201,421700,4560,+29.688748,-095.487771
48,201,421800,5005,+29.681633,-095.480568
48,201,421900,2690,+29.671315,-095.484537
48,201,422000,2539,+29.661825,-095.484517
48,201,422100,5289,+29.647763,-095.486841
48,201,422200,4421,+29.640844,-095.499308
48,201,422301,7108,+29.649216,-095.505545
48,201,422302,2350,+29.649057,-095.497663
48,201,422401,3910,+29.660309,-095.504776
48,201,422402,6074,+29.658111,-095.498798
48,201,422500,5647,+29.671503,-095.502472
48,201,422600,6380,+29.683774,-095.502080
48,201,422701,5083,+29.696411,-095.501227
48,201,422702,3347,+29.698837,-095.509164
48,201,422800,4916,+29.688892,-095.515656
48,201,422900,5027,+29.681298,-095.529919
48,201,423000,4695,+29.680595,-095.513516
48,201,423100,3161,+29.674137,-095.533748
48,201,423201,3233,+29.662123,-095.541260
48,201,423202,6989,+29.667018,-095.532043
48,201,423301,3701,+29.668563,-095.519178
48,201,423302,5123,+29.661106,-095.516784
48,201,423401,5153,+29.649377,-095.515679
48,201,423402,4207,+29.647160,-095.529994
48,201,423500,1927,+29.652429,-095.541144
48,201,423600,6971,+29.638003,-095.518539
48,201,430100,5749,+29.778139,-095.466977
48,201,430200,1380,+29.778895,-095.485708
48,201,430300,4367,+29.771527,-095.499427
48,201,430400,3125,+29.760237,-095.515323
48,201,430500,2557,+29.779287,-095.520700
48,201,430600,3633,+29.764555,-095.532466
48,201,430700,3284,+29.775540,-095.537968
48,201,430800,4348,+29.774146,-095.552162
48,201,430900,5770,+29.759308,-095.544710
48,201,431000,5239,+29.748329,-095.550957
48,201,431101,3303,+29.742736,-095.534909
48,201,431102,3336,+29.741006,-095.529184
48,201,431201,4058,+29.740066,-095.516326
48,201,431202,4592,+29.742573,-095.505409
48,201,431301,4516,+29.743771,-095.497939
48,201,431302,3929,+29.743675,-095.489939
48,201,431401,2339,+29.745142,-095.484497
48,201,431402,3209,+29.744014,-095.480010
48,201,431501,3711,+29.755381,-095.481412
48,201,431502,3471,+29.753384,-095.492484
48,201,431600,3352,+29.764286,-095.483323
48,201,431700,4591,+29.757659,-095.466387
48,201,431801,2967,+29.743510,-095.472375
48,201,431802,3695,+29.748179,-095.462135
48,201,431900,3786,+29.732087,-095.464695
48,201,432001,3464,+29.734899,-095.480813
48,201,432002,4734,+29.735251,-095.494353
48,201,432100,5054,+29.734028,-095.511874
48,201,432200,4043,+29.733460,-095.529340
48,201,432300,6521,+29.731880,-095.543827
48,201,432400,5548,+29.724102,-095.544898
48,201,432500,5529,+29.724755,-095.531636
48,201,432600,1888,+29.727250,-095.509052
48,201,432701,6721,+29.726895,-095.496380
48,201,432702,3384,+29.729335,-095.478601
48,201,432801,4767,+29.714803,-095.515105
48,201,432802,5616,+29.711056,-095.515560
48,201,432901,3484,+29.715100,-095.528527
48,201,432902,4476,+29.709030,-095.530635
48,201,433001,5358,+29.715160,-095.545722
48,201,433002,4859,+29.711538,-095.542441
48,201,433003,4831,+29.708868,-095.548656
48,201,433100,3748,+29.697861,-095.553698
48,201,433201,5118,+29.697748,-095.549363
48,201,433202,4336,+29.696448,-095.540873
48,201,433300,5196,+29.698946,-095.529593
48,201,433400,4406,+29.688506,-095.544622
48,201,433501,6161,+29.684019,-095.551047
48,201,433502,7116,+29.680254,-095.554535
48,201,433600,5281,+29.670849,-095.556650
48,201,440100,6751,+29.644713,-095.547414
48,201,450100,1756,+29.777550,-095.566416
48,201,450200,4872,+29.778534,-095.579979
48,201,450300,7024,+29.776756,-095.597085
48,201,450400,4503,+29.776958,-095.612894
48,201,450500,2941,+29.776003,-095.636208
48,201,450600,4310,+29.769856,-095.614668
48,201,450700,6461,+29.767256,-095.585546
48,201,450801,2170,+29.759537,-095.571418
48,201,450802,5991,+29.753134,-095.566104
48,201,450900,2434,+29.743576,-095.567627
48,201,451001,4981,+29.742365,-095.576328
48,201,451002,5109,+29.742017,-095.585776
48,201,451100,3989,+29.752530,-095.580280
48,201,451200,2675,+29.755249,-095.595201
48,201,451300,6881,+29.743635,-095.596421
48,201,451401,3330,+29.750062,-095.613191
48,201,451402,4543,+29.741879,-095.613868
48,201,451403,3504,+29.748123,-095.620933
48,201,451500,5084,+29.758545,-095.616387
48,201,451601,5886,+29.763340,-095.634715
48,201,451602,7317,+29.746591,-095.633136
48,201,451700,3407,+29.732720,-095.632579
48,201,451800,4748,+29.723061,-095.626112
48,201,451901,7411,+29.720319,-095.610824
48,201,451902,2466,+29.722447,-095.598829
48,201,452000,7136,+29.732798,-095.606218
48,201,452100,8823,+29.729783,-095.581134
48,201,452201,5215,+29.732278,-095.565222
48,201,452202,2963,+29.724721,-095.566846
48,201,452300,2323,+29.710767,-095.568489
48,201,452400,8192,+29.711212,-095.579005
48,201,452500,7794,+29.707843,-095.603749
48,201,452600,7130,+29.708491,-095.630772
48,201,452700,9901,+29.695663,-095.626735
48,201,452801,5553,+29.697409,-095.609488
48,201,452802,5949,+29.695260,-095.599716
48,201,452900,4040,+29.695889,-095.592237
48,201,453000,7857,+29.694917,-095.578744
48,201,453100,3266,+29.695184,-095.566679
48,201,453200,7947,+29.685337,-095.565078
48,201,453300,2965,+29.665872,-095.566517
48,201,453401,3125,+29.655450,-095.578250
48,201,453402,8214,+29.666303,-095.576923
48,201,453403,3133,+29.669999,-095.584690
48,201,453501,6174,+29.665367,-095.589980
48,201,453502,3685,+29.670100,-095.597905
48,201,453601,2108,+29.684296,-095.591891
48,201,453602,7699,+29.681049,-095.579275
48,201,453700,8194,+29.682540,-095.605030
48,201,453800,3342,+29.669875,-095.605637
48,201,453900,10151,+29.682339,-095.625488
48,201,454000,5041,+29.696195,-095.651996
48,201,454100,3480,+29.704155,-095.656133
48,201,454200,3966,+29.705062,-095.668840
48,201,454301,10503,+29.720756,-095.653614
48,201,454302,6490,+29.715593,-095.667660
48,201,454400,282,+29.776150,-095.678175
48,201,454501,8423,+29.771993,-095.704820
48,201,454502,2553,+29.749392,-095.720886
48,201,454600,4765,+29.780007,-095.734265
48,201,454700,6762,+29.766524,-095.725948
48,201,454800,7313,+29.766999,-095.742857
48,201,454900,10460,+29.751448,-095.738439
48,201,455000,2838,+29.753819,-095.757927
48,201,455101,7051,+29.766355,-095.759787
48,201,455102,3226,+29.766720,-095.770458
48,201,455200,4472,+29.779282,-095.763649
48,201,455300,3290,+29.775559,-095.788829
48,201,510100,2142,+29.770209,-095.372449
48,201,510200,5432,+29.768167,-095.387070
48,201,510300,5284,+29.785215,-095.379492
48,201,510400,3837,+29.783734,-095.392686
48,201,510500,2849,+29.786256,-095.402900
48,201,510600,4763,+29.773631,-095.411514
48,201,510700,3511,+29.765851,-095.403116
48,201,510800,6908,+29.766587,-095.419391
48,201,510900,6070,+29.782912,-095.423103
48,201,511001,2685,+29.802053,-095.441996
48,201,511002,4261,+29.796562,-095.430737
48,201,511100,2676,+29.807973,-095.426783
48,201,511200,4424,+29.800231,-095.416890
48,201,511301,3970,+29.797090,-095.405097
48,201,511302,3631,+29.797432,-095.393576
48,201,511400,3001,+29.796068,-095.383271
48,201,511500,6472,+29.808320,-095.395201
48,201,511600,4641,+29.801225,-095.377038
48,201,520100,1597,+29.796234,-095.464361
48,201,520200,3604,+29.791193,-095.474937
48,201,520300,5126,+29.799129,-095.477125
48,201,520400,3079,+29.808632,-095.479988
48,201,520500,7869,+29.828494,-095.486401
48,201,520601,2484,+29.812823,-095.491872
48,201,520602,6272,+29.807048,-095.491036
48,201,520700,3724,+29.799337,-095.496192
48,201,521000,2103,+29.796861,-095.517206
48,201,521100,2177,+29.801295,-095.521577
48,201,521200,6328,+29.808310,-095.509535
48,201,521300,5439,+29.816759,-095.514159
48,201,521400,7593,+29.828123,-095.504808
48,201,521500,5897,+29.826143,-095.519392
48,201,521600,3632,+29.842421,-095.538259
48,201,521700,6609,+29.850539,-095.516423
48,201,521800,5778,+29.840123,-095.552000
48,201,521900,6537,+29.818934,-095.553833
48,201,522000,4434,+29.825414,-095.533761
48,201,522100,7445,+29.817600,-095.535184
48,201,522201,3687,+29.805739,-095.533070
48,201,522202,3655,+29.800800,-095.540151
48,201,522301,4126,+29.791211,-095.525072
48,201,522302,3909,+29.790722,-095.539057
48,201,522401,5259,+29.796243,-095.548654
48,201,522402,3920,+29.805119,-095.556494
48,201,522500,4461,+29.790176,-095.501377
48,201,530100,6233,+29.815443,-095.454097
48,201,530200,3373,+29.815628,-095.421528
48,201,530300,2400,+29.817837,-095.389043
48,201,530400,2602,+29.826015,-095.389453
48,201,530500,4763,+29.836577,-095.396437
48,201,530600,3612,+29.832402,-095.404875
48,201,530700,5606,+29.854222,-095.404998
48,201,530800,3849,+29.852949,-095.420949
48,201,530900,4187,+29.836102,-095.420013
48,201,531000,3629,+29.825850,-095.420301
48,201,531100,2854,+29.824710,-095.437677
48,201,531200,3162,+29.827060,-095.452065
48,201,531300,5380,+29.822449,-095.459192
48,201,531400,2053,+29.830138,-095.470157
48,201,531500,3020,+29.836500,-095.474818
48,201,531600,2823,+29.836790,-095.454572
48,201,531700,2829,+29.834720,-095.435818
48,201,531800,2352,+29.853158,-095.436070
48,201,531900,4708,+29.853101,-095.451595
48,201,532001,4867,+29.856212,-095.470535
48,201,532002,1008,+29.845666,-095.466380
48,201,532100,5777,+29.846002,-095.477432
48,201,532200,2790,+29.851675,-095.479787
48,201,532300,5520,+29.856425,-095.503785
48,201,532400,6112,+29.870612,-095.498653
48,201,532501,8895,+29.887555,-095.513992
48,201,532502,5562,+29.882313,-095.501477
48,201,532600,6558,+29.890442,-095.484967
48,201,532700,4820,+29.877364,-095.481605
48,201,532800,1684,+29.875023,-095.472207
48,201,532900,4667,+29.891399,-095.472439
48,201,533000,2245,+29.888620,-095.462283
48,201,533100,6449,+29.877789,-095.457633
48,201,533200,3222,+29.866288,-095.453347
48,201,533300,5880,+29.877587,-095.422278
48,201,533400,9655,+29.889107,-095.436955
48,201,533500,4383,+29.893070,-095.419146
48,201,533600,5480,+29.909645,-095.431493
48,201,533701,5695,+29.928837,-095.429109
48,201,533702,3498,+29.918716,-095.438508
48,201,533801,8645,+29.909840,-095.458081
48,201,533802,6182,+29.927845,-095.463996
48,201,533901,9260,+29.927458,-095.487885
48,201,533902,4408,+29.926916,-095.497400
48,201,534001,2959,+29.908817,-095.487267
48,201,534002,5680,+29.919748,-095.505157
48,201,534003,2678,+29.931326,-095.513922
48,201,534100,7488,+29.911667,-095.519361
48,201,534201,2582,+29.907744,-095.547243
48,201,534202,8515,+29.890022,-095.538575
48,201,534203,1716,+29.876397,-095.535899
48,201,540100,12349,+29.858737,-095.591048
48,201,540200,2654,+29.821983,-095.570586
48,201,540501,6024,+29.853516,-095.642272
48,201,540502,5248,+29.847704,-095.635456
48,201,540601,2632,+29.860852,-095.628877
48,201,540602,6979,+29.871811,-095.635544
48,201,540700,7505,+29.860693,-095.614638
48,201,540800,7883,+29.889345,-095.610706
48,201,540901,2496,+29.891824,-095.624507
48,201,540902,6965,+29.896229,-095.631064
48,201,541001,10368,+29.912501,-095.636702
48,201,541002,7924,+29.920220,-095.661174
48,201,541003,12938,+29.925573,-095.676297
48,201,541100,6536,+29.901255,-095.651679
48,201,541201,8799,+29.893002,-095.675306
48,201,541202,8811,+29.887657,-095.660285
48,201,541203,2682,+29.889614,-095.649552
48,201,541300,11303,+29.872467,-095.667431
48,201,541400,14539,+29.858953,-095.655417
48,201,541500,5216,+29.856197,-095.677514
48,201,541601,4430,+29.839617,-095.686661
48,201,541602,9669,+29.841155,-095.657723
48,201,541700,9712,+29.807643,-095.670843
48,201,541800,5762,+29.794611,-095.705540
48,201,541900,6402,+29.817181,-095.695307
48,201,542000,15167,+29.815323,-095.711614
48,201,542101,17754,+29.849100,-095.705512
48,201,542102,14625,+29.871391,-095.699390
48,201,542200,16532,+29.859609,-095.731149
48,201,542301,12365,+29.820579,-095.731202
48,201,542302,6459,+29.811856,-095.741540
48,201,542400,10040,+29.794943,-095.731845
48,201,542500,2161,+29.798467,-095.759878
48,201,542600,4393,+29.797595,-095.789934
48,201,542700,4393,+29.795001,-095.814923
48,201,542800,6983,+29.812973,-095.820280
48,201,542900,11156,+29.814277,-095.776398
48,201,543001,6421,+29.916111,-095.736749
48,201,543002,10057,+29.934236,-095.700268
48,201,543003,16578,+29.886819,-095.703604
48,201,543100,2155,+29.996551,-095.856516
48,201,543200,5924,+29.793283,-095.586337
48,201,550100,4719,+29.947378,-095.430883
48,201,550200,3727,+29.960038,-095.425418
48,201,550301,6600,+29.983714,-095.429267
48,201,550302,8785,+30.003560,-095.441464
48,201,550401,10249,+29.986515,-095.460936
48,201,550402,9449,+29.970194,-095.445951
48,201,550500,5665,+29.949736,-095.445094
48,201,550601,6731,+29.957128,-095.458478
48,201,550602,3015,+29.944951,-095.459488
48,201,550603,5632,+29.960573,-095.471474
48,201,550700,3038,+29.941600,-095.486212
48,201,550800,3468,+29.948323,-095.475300
48,201,550900,8741,+29.956010,-095.488811
48,201,551000,3377,+29.970084,-095.490914
48,201,551100,9497,+29.980199,-095.482792
48,201,551200,6747,+29.976420,-095.500707
48,201,551300,3818,+29.952173,-095.507430
48,201,551400,4335,+29.967735,-095.515484
48,201,551500,7803,+29.942332,-095.554517
48,201,551600,8294,+29.929536,-095.570054
48,201,551701,9087,+29.912100,-095.577218
48,201,551702,4024,+29.901872,-095.561718
48,201,551703,7692,+29.916010,-095.562974
48,201,551800,4386,+29.888299,-095.563195
48,201,551900,5881,+29.902854,-095.588377
48,201,552001,8117,+29.915655,-095.594789
48,201,552002,1415,+29.913439,-095.608147
48,201,552101,3883,+29.924184,-095.616295
48,201,552102,5928,+29.936659,-095.613718
48,201,552103,2954,+29.937458,-095.624700
48,201,552200,6511,+29.942250,-095.642029
48,201,552301,3961,+29.954698,-095.622362
48,201,552302,4962,+29.960567,-095.593183
48,201,552400,6599,+29.935548,-095.598366
48,201,552500,10270,+29.952552,-095.573336
48,201,552601,5339,+29.962031,-095.562804
48,201,552602,5968,+29.973584,-095.576942
48,201,552700,8092,+29.977096,-095.552311
48,201,552800,8826,+29.980362,-095.535046
48,201,552900,6966,+29.991412,-095.513415
48,201,553001,5044,+30.002276,-095.493327
48,201,553002,4565,+30.009075,-095.478605
48,201,553100,6140,+30.018614,-095.462708
48,201,553200,6743,+30.026202,-095.447413
48,201,553300,4600,+30.028780,-095.436175
48,201,553401,3815,+30.041486,-095.445069
48,201,553402,6899,+30.049727,-095.454125
48,201,553403,6185,+30.056526,-095.467676
48,201,553500,6370,+30.037762,-095.476378
48,201,553600,6273,+30.027685,-095.492922
48,201,553700,3960,+30.017808,-095.512299
48,201,553801,2486,+30.041397,-095.506877
48,201,553802,7672,+30.033163,-095.521951
48,201,553900,7748,+30.027547,-095.540579
48,201,554001,3299,+30.010419,-095.527642
48,201,554002,4307,+30.002473,-095.544039
48,201,554101,1245,+30.022567,-095.549156
48,201,554102,9399,+30.015984,-095.556194
48,201,554200,6229,+30.005099,-095.570277
48,201,554301,7331,+29.988056,-095.599469
48,201,554302,4420,+29.977386,-095.604364
48,201,554401,13497,+29.970770,-095.656664
48,201,554402,12826,+29.990105,-095.680138
48,201,554403,8692,+29.991132,-095.706723
48,201,554501,5287,+30.007881,-095.654442
48,201,554502,6327,+29.993512,-095.633682
48,201,554600,4605,+30.003759,-095.618073
48,201,554700,6937,+30.003460,-095.597009
48,201,554801,14076,+30.042553,-095.592990
48,201,554802,15009,+30.054509,-095.570167
48,201,554901,8373,+30.086119,-095.542089
48,201,554902,6182,+30.100188,-095.516208
48,201,554903,11314,+30.061582,-095.517222
48,201,555000,7449,+30.065233,-095.483047
48,201,555100,8149,+30.077105,-095.469298
48,201,555200,6413,+30.092654,-095.483066
48,201,555301,960,+30.118760,-095.526202
48,201,555302,9219,+30.133066,-095.532115
48,201,555303,4090,+30.119076,-095.566438
48,201,555401,2445,+30.108345,-095.609643
48,201,555402,7774,+30.097664,-095.625424
48,201,555501,4324,+30.087387,-095.661185
48,201,555502,17016,+30.029106,-095.624151
48,201,555600,4717,+30.067413,-095.731407
48,201,555701,7064,+30.001118,-095.733866
48,201,555702,9389,+30.006681,-095.753662
48,201,556000,6462,+30.045695,-095.827007
48,201,980000,33,+29.643457,-095.281689
48,201,980100,603,+30.015238,-095.370841
48,203,020102,5686,+32.514209,-094.084123
48,203,020103,4442,+32.442086,-094.231171
48,203,020104,3829,+32.590552,-094.249561
48,203,020200,6844,+32.657761,-094.506649
48,203,020301,4439,+32.539740,-094.324790
48,203,020302,3505,+32.563670,-094.356375
48,203,020401,3890,+32.556283,-094.387675
48,203,020402,5264,+32.533614,-094.382205
48,203,020501,3111,+32.538347,-094.358197
48,203,020502,4699,+32.512061,-094.366289
48,203,020603,5677,+32.480855,-094.600625
48,203,020604,3622,+32.454727,-094.576581
48,203,020605,5889,+32.532765,-094.580828
48,203,020606,4734,+32.532372,-094.678370
48,205,950200,6062,+35.984331,-102.488764
48,207,950300,3973,+33.153176,-099.725206
48,207,950400,1926,+33.231019,-099.854714
48,209,010100,2249,+29.880893,-097.947173
48,209,010200,6030,+29.888509,-097.944939
48,209,010302,4356,+29.877262,-097.923348
48,209,010303,6569,+29.898193,-097.900347
48,209,010304,5233,+29.900345,-097.914092
48,209,010400,7934,+29.844482,-097.945914
48,209,010500,3453,+29.864998,-097.952598
48,209,010600,9265,+29.874345,-097.989223
48,209,010701,7234,+29.904114,-097.954973
48,209,010702,2991,+29.941079,-097.933992
48,209,010803,4478,+30.003165,-098.149978
48,209,010804,8985,+30.027410,-098.088660
48,209,010805,5738,+30.183225,-097.976279
48,209,010806,3655,+30.168350,-098.039582
48,209,010807,1962,+30.161122,-098.147491
48,209,010808,5844,+30.245665,-098.126578
48,209,010809,4950,+30.223556,-098.031090
48,209,010901,7769,+30.119968,-097.892739
48,209,010902,10095,+30.074521,-097.867210
48,209,010905,5639,+29.995315,-097.904717
48,209,010906,11434,+29.979160,-097.843102
48,209,010907,10854,+30.014535,-097.806857
48,209,010908,7256,+30.052329,-097.813978
48,209,010909,5191,+30.012296,-097.881472
48,209,010910,7943,+29.997394,-097.866937
48,211,950300,3807,+35.893959,-100.364036
48,213,950100,6644,+32.272788,-095.492545
48,213,950200,5249,+32.282504,-095.614677
48,213,950300,7689,+32.212473,-095.783068
48,213,950400,4461,+32.186045,-095.898258
48,213,950500,2476,+32.316235,-096.012445
48,213,950601,3443,+32.315700,-096.124883
48,213,950602,4652,+32.333459,-096.141435
48,213,950700,4385,+32.328752,-096.241974
48,213,950800,4769,+32.265148,-096.160394
48,213,950901,5252,+32.278798,-096.102868
48,213,950902,2085,+32.148888,-096.058789
48,213,950903,2311,+32.232809,-096.062055
48,213,951000,2013,+32.171787,-096.014948
