state,county,tract,travel.time.to.work_less than 10 minutes,travel.time.to.work_10 to 14 minutes,travel.time.to.work_15 to 19 minutes,travel.time.to.work_20 to 24 minutes,travel.time.to.work_25 to 29 minutes,travel.time.to.work_30 to 34 minutes,travel.time.to.work_35 to 44 minutes,travel.time.to.work_45 to 59 minutes,travel.time.to.work_60 minutes or more
48,201,250100,825,6305,13525,11640,7340,18030,6475,19170,25770
48,201,250200,945,4625,9825,10630,6425,23490,14620,26485,54290
48,201,250301,470,1440,4115,11080,3725,17610,7675,11835,22715
48,201,250302,1470,3935,8950,10940,9600,34650,13245,32095,36850
48,201,250401,1135,2230,10395,17525,8850,23460,15260,48015,50605
48,201,250402,2375,6580,13740,17340,11850,41445,29515,64525,70315
48,201,250500,1230,2685,5775,6125,1850,10380,3900,20715,26080
48,201,250600,2060,6450,10780,9350,6685,11130,6140,16660,22165
48,201,250701,1300,3525,6490,3840,4425,14400,8770,24510,20630
48,201,250702,1140,720,3575,7480,1800,10890,12935,12200,15960
48,201,250800,1825,3095,5215,8180,8640,16500,11125,30020,36225
48,201,250900,1840,3190,7435,6900,3255,15270,13890,34160,68195
48,201,251000,,,,,,,,,
48,201,251100,1875,2485,4870,10410,1125,10440,21650,24985,17390
48,201,251200,975,3600,5535,6880,2375,12420,9010,24400,28480
48,201,251300,2770,2220,6665,3985,1725,19320,17140,43000,34920
48,201,251401,175,990,3855,3100,4600,2730,6825,10455,6540
48,201,251402,2935,3780,6180,4720,2975,12390,11180,34830,30970
48,201,251501,425,1760,6750,6995,1075,7080,4890,21115,29005
48,201,251502,1565,5695,7200,7060,5050,20670,12190,27545,76600
48,201,251503,355,960,1005,2235,2000,2910,2880,8430,13280
48,201,251600,,,,,,,,,
48,201,251700,2375,1350,1455,10655,1625,11640,10930,26675,36920
48,201,251800,375,280,1320,2060,3075,1770,4535,6260,7860
48,201,251901,810,1920,4440,7840,11500,24510,18945,46205,26570
48,201,251902,800,450,1975,6305,3315,8190,18260,22770,21810
48,201,252000,525,3910,7590,20920,15225,49710,21350,39260,51585
48,201,252100,220,410,1515,2300,550,8850,3955,3915,6160
48,201,252200,1530,2785,9410,16280,3475,23410,12630,18725,14620
48,201,252301,,,,,,,,,
48,201,252302,2420,5720,14710,11600,10575,28020,18480,20240,40205
48,201,252400,1410,3755,3840,6860,4400,9240,5505,19340,18260
48,201,252500,1900,2035,2535,6000,1495,4770,2955,2835,9580
48,201,252600,1595,5400,6630,9260,4575,14670,5715,14355,20070
48,201,252700,1280,2500,1425,2760,1640,9150,9295,8855,6495
48,201,252800,625,1770,2955,7000,1775,17640,8595,5355,12620
48,201,252900,1490,2980,11885,10315,3425,12570,11790,14690,17125
48,201,253000,545,1810,4940,5120,2475,8760,4800,4410,3645
48,201,253100,1710,7570,10595,12160,8650,15600,8130,16705,13155
48,201,253200,2795,7125,11230,7300,6000,8040,10930,9925,21855
48,201,253300,,,,,,,,,
48,201,253400,,,,,,,,,
48,201,253500,2715,5230,6240,19980,6775,9210,3625,9750,20980
48,201,253600,,,,,,,,,
48,201,253700,,,,,,,,,
48,201,253800,1970,5555,7130,8840,1400,9165,1530,8025,10725
48,201,253900,900,3430,3400,5360,3125,8280,4410,4520,5340
48,201,254000,1220,3540,3835,3220,1050,8695,3680,1430,16795
48,201,254100,1540,2185,8440,4000,925,8520,885,2340,11900
48,201,254200,680,1975,2730,3430,1425,4770,4420,4680,2550
48,201,254300,1645,2590,5725,4060,2310,3150,2235,3475,7080
48,201,254400,715,2195,4710,1780,1075,2490,,1890,9365
48,201,254500,,,,,,,,,
48,201,254600,,,,,,,,,
48,201,254700,645,2145,3225,4460,1325,5460,1465,2880,8940
48,201,310100,,,,,,,,,
48,201,310200,740,1530,3865,3200,1570,4810,2050,2745,2600
48,201,310300,1215,2400,6750,10360,2575,15840,4780,6615,9740
48,201,310400,585,1280,5190,4620,3175,11970,1470,5715,9150
48,201,310500,310,2490,3270,3720,5500,17070,3610,2025,10740
48,201,310600,1375,3415,4905,8600,3895,15310,7160,6615,6500
48,201,310700,,,,,,,,,
48,201,310800,830,1470,3015,2160,1050,8610,1460,2115,3460
48,201,310900,1285,1510,3690,7740,2725,11730,8925,5310,10860
48,201,311000,1360,2700,6675,3860,6725,26970,3745,4395,12990
48,201,311100,780,3080,4810,7380,1945,19620,5210,9290,15720
48,201,311200,1700,3090,5925,4700,2175,11550,8525,8280,6375
48,201,311300,1260,1880,5085,5680,2375,7020,4910,11105,12460
48,201,311400,300,370,2055,2100,1000,7680,1285,1215,4950
48,201,311500,740,1580,8960,18540,6625,19590,7635,8380,24815
48,201,311600,,,,,,,,,
48,201,311700,1365,2150,6375,7660,3010,16170,3940,12475,8200
48,201,311800,810,3400,4095,6180,4625,10680,2430,4570,19000
48,201,311900,,,,,,,,,
48,201,312000,1240,6185,5550,4480,950,2820,6430,2205,1620
48,201,312100,,,,,,,,,
48,201,312200,160,1015,2175,2720,1000,3300,1335,2430,11940
48,201,312300,700,790,1215,1320,850,2070,1605,,7890
48,201,312400,,,,,,,,,
48,201,312500,1670,6340,5585,5000,4495,6420,3250,3980,6750
48,201,312600,,,,,,,,,
48,201,312700,,,,,,,,,
48,201,312800,,,,,,,,,
48,201,312900,,,,,,,,,
48,201,313000,,,,,,,,,
48,201,313100,,,,,,,,,
48,201,313200,1250,3980,3375,6340,2575,4315,4225,2740,6670
48,201,313300,,,,,,,,,
48,201,313400,,,,,,,,,
48,201,313500,,,,,,,,,
48,201,313600,450,2180,3555,6180,950,8790,1845,2830,10290
48,201,313700,360,1120,2790,1850,2750,4650,1610,3375,4340
48,201,313800,705,1000,2790,3640,3675,7980,2350,6120,15660
48,201,313900,1205,9010,6780,8020,6100,8700,1765,3015,5870
48,201,314001,,,,,,,,,
48,201,314002,,,,,,,,,
48,201,314300,,,,,,,,,
48,201,314400,1135,3535,4450,8280,2600,8160,3090,2210,4500
48,201,320100,655,1310,3520,3360,1150,3780,940,9875,5320
48,201,320200,,,,,,,,,
48,201,320500,215,1970,5340,7840,2825,13290,7690,4760,6240
48,201,320601,255,1490,2880,3960,2475,6720,1110,2945,4050
48,201,320602,220,2400,3415,3800,1950,13230,9690,2840,10020
48,201,320700,,,,,,,,,
48,201,320800,1430,4450,4575,3535,1600,12300,5785,3430,15870
48,201,320900,1450,5775,6435,7080,6750,15900,7235,5640,26150
48,201,321000,1555,4840,7765,10560,4800,20130,11550,6345,45100
48,201,321100,1805,6590,5770,12400,7725,21180,12570,28210,13500
48,201,321200,,,,,,,,,
48,201,321300,1465,3660,5525,5580,3025,12690,3870,12600,4670
48,201,321401,730,2470,6320,3140,1225,8760,3525,6525,9780
48,201,321402,720,1865,3015,6800,3475,15090,4370,7560,12435
48,201,321500,,,,,,,,,
48,201,321600,485,3440,6570,11400,4500,20310,3580,8055,9600
48,201,321700,635,1580,1980,2820,1925,9960,7140,4670,3210
48,201,321800,250,2590,7455,5840,2850,8430,1360,8775,3120
48,201,321900,305,2820,6435,9080,4525,14190,2640,7515,6300
48,201,322000,1275,1500,5970,3180,3475,8640,5920,6335,19050
48,201,322100,755,1740,3795,3100,2000,5340,2620,4595,12330
48,201,322200,,,,,,,,,
48,201,322600,805,3040,7965,5520,4425,12210,3665,7290,16950
48,201,322700,1145,4270,5285,12880,5625,16110,4965,14525,15605
48,201,322800,1365,2115,5170,9340,4850,11730,5460,4120,13610
48,201,322900,495,2070,5510,4600,2375,9090,1960,1430,10050
48,201,323000,1240,1920,5250,5940,1245,15060,5920,9405,7020
48,201,323100,,,,,,,,,
48,201,323200,620,3805,6275,7675,4230,9450,4885,3875,12640
48,201,323300,1400,1360,2965,4120,2725,3180,2010,1755,8715
48,201,323400,1040,4225,7785,8040,2700,21810,7460,14265,8410
48,201,323500,1105,2340,3705,4590,1775,10260,6010,4270,8810
48,201,323600,995,2945,8100,14260,7400,19020,9985,13250,24565
48,201,323701,,,,,,,,,
48,201,323702,,,,,,,,,
48,201,323801,1115,1870,2190,3780,4650,7860,4225,6280,3810
48,201,323802,905,3860,3860,4740,2425,18690,3260,4545,2970
48,201,323900,1250,1720,5460,4460,1175,3210,2275,3510,4080
48,201,324000,1650,2910,6515,6740,4700,8580,7440,6545,22895
48,201,324100,805,3275,4515,4660,2040,8010,1815,6955,10560
48,201,324200,,,,,,,,,
48,201,330100,595,1810,6855,14440,2875,27900,16620,15660,29140
48,201,330200,,,,,,,,,
48,201,330301,485,1565,9015,9940,7350,20490,15885,12285,38720
48,201,330302,285,650,2560,10260,8100,16530,8370,7695,9600
48,201,330303,,,,,,,,,
48,201,330400,,,,,,,,,
48,201,330500,530,870,1920,5040,4350,13440,5755,7485,8325
48,201,330600,310,1960,5430,7960,11410,16410,4505,10890,15780
48,201,330700,1065,2260,5400,11420,4425,30800,13720,15630,16675
48,201,330800,560,2850,7785,23140,9595,35760,14175,19895,23820
48,201,330900,960,5030,6525,16540,9875,36720,7540,11850,22460
48,201,331100,1190,1255,2440,2400,1275,5640,2040,3195,4085
48,201,331200,,,,,,,,,
48,201,331300,590,1770,4395,3360,4275,10230,6115,2295,9720
48,201,331400,,,,,,,,,
48,201,331500,540,1005,7980,12520,10950,16080,6875,15750,21750
48,201,331601,605,1240,7030,11240,8475,12390,6520,10845,16980
48,201,331602,,,,,,,,,
48,201,331700,,,,,,,,,
48,201,331800,185,860,2685,7850,4050,5970,2080,4770,7200
48,201,331900,,,,,,,,,
48,201,332000,515,1260,2115,8600,1925,10560,3995,1980,6815
48,201,332100,210,1965,1725,1760,1875,5100,900,3465,4875
48,201,332200,410,1770,4820,8880,2200,12660,2460,1440,23065
48,201,332300,235,1070,4190,4120,2050,6630,2975,3330,5730
48,201,332400,480,840,2765,4420,1500,6870,1445,4765,20940
48,201,332500,535,1450,885,4040,1550,7410,2995,1485,10680
48,201,332600,250,2210,7170,10000,4500,10680,4060,15945,17020
48,201,332700,425,270,3705,7840,1125,4350,1750,5040,7650
48,201,332800,,,,,,,,,
48,201,332900,535,3310,4470,8710,2635,7590,3265,9705,6900
48,201,333000,520,1360,3960,4700,3150,9390,5800,9775,11410
48,201,333100,,,,,,,,,
48,201,333201,360,3500,5895,9080,2525,10800,4665,4860,26510
48,201,333202,1030,2060,9780,8960,1700,16440,5360,8550,27660
48,201,333300,2380,4040,7645,17920,6480,26580,11600,17745,28800
48,201,333500,920,2140,6510,9480,6950,20400,8460,13100,19800
48,201,333600,,,,,,,,,
48,201,333700,250,1660,2880,3960,2550,10860,6505,4950,8940
48,201,333800,1255,2790,6955,11080,6250,23220,8310,35445,27920
48,201,333901,415,4505,9750,17360,12575,36900,10585,16785,10530
48,201,333902,270,2880,9285,9500,3925,25830,14370,43880,40960
48,201,334001,990,1800,2910,2220,1150,10080,3145,8460,7260
48,201,334002,750,855,6330,2980,3950,5210,6650,6710,7920
48,201,334003,490,7460,9650,8305,4125,21900,10675,8750,28960
48,201,334100,3120,5265,10890,27530,7650,25560,17780,16790,16425
48,201,340100,1525,3740,6240,9660,5615,15450,7550,9060,22320
48,201,340201,,,,,,,,,
48,201,340202,680,4540,8010,6300,3750,8910,7670,13685,9695
48,201,340203,890,6640,5040,5310,4060,11160,5885,6590,12415
48,201,340301,495,2515,4870,4740,2200,6960,8520,7515,12420
48,201,340302,2180,6125,8475,6400,5725,6750,11630,17210,29120
48,201,340400,625,1080,1440,1245,900,2130,1385,3745,3405
48,201,340500,3700,4200,5820,9085,2300,19350,7095,4955,19600
48,201,340600,760,935,3195,2320,1825,3690,2240,10070,7845
48,201,340700,2315,10675,11820,3800,3325,15630,8050,9765,28050
48,201,340800,990,7070,8070,5160,3975,9540,9880,12995,11550
48,201,340900,1835,4090,3885,5260,5365,9535,6355,7035,9700
48,201,341000,3925,6565,6360,5500,6850,14610,8600,12125,27240
48,201,341100,1250,4540,5265,7040,1425,13620,6005,1395,9365
48,201,341201,1160,3035,6315,8215,1500,12060,6710,14445,7615
48,201,341202,,,,,,,,,
48,201,341301,,,,,,,,,
48,201,341302,965,3445,4820,3240,1875,6990,3960,4235,9040
48,201,341400,1130,3790,4240,8500,5250,7080,7080,12150,18685
48,201,341501,2165,5125,11860,7725,5325,10020,11585,16135,16655
48,201,341502,525,4780,2730,5560,2900,8310,6340,13255,21580
48,201,341600,1195,3600,4365,5340,9225,10470,3775,11945,25165
48,201,341700,625,1040,1965,4040,1835,6630,3075,8715,7735
48,201,341800,665,1030,1455,2920,925,2160,2065,6375,5875
48,201,342001,845,3885,9930,15240,5350,13470,15320,13120,20400
48,201,342002,755,2325,4020,2980,4725,6960,9300,13600,10255
48,201,342100,695,3340,3930,7120,3375,7680,5905,7340,11130
48,201,342200,350,1670,4690,5460,2275,6570,4370,5780,4050
48,201,342300,2030,3100,7095,7020,3675,11850,12105,6645,16710
48,201,342400,790,2410,4740,9100,2650,5940,4280,4950,8550
48,201,342500,2350,4120,6365,9725,5525,5280,9675,7255,9415
48,201,342700,2345,3870,5115,6460,2900,7110,4045,11450,4600
48,201,342800,3105,6480,15365,9060,6600,24450,14685,18265,15680
48,201,342900,2125,2270,7840,10670,4305,12090,2885,8950,4740
48,201,343000,2090,5520,8260,9700,3275,20465,10895,16455,21655
48,201,343100,600,1950,5710,8175,4700,7860,4360,7955,18410
48,201,343200,1290,3435,5860,8660,3575,11970,8905,9230,6405
48,201,343301,1840,3420,5010,7715,3700,11910,2765,7460,9700
48,201,343302,1840,2820,7200,8980,2950,11250,7900,8500,17970
48,201,343600,1240,2900,4775,3340,2375,4235,2150,5145,8100
48,201,343700,,,,,,,,,
48,201,350100,2045,5170,19905,16260,17175,44535,34945,49495,31265
48,201,350200,925,5040,8220,7680,3875,31320,23385,18410,42420
48,201,350300,1670,870,5940,12040,9475,11280,10950,19975,37860
48,201,350400,580,2340,5220,9500,7075,14460,3185,19125,18610
48,201,350500,605,2440,8310,7240,4720,16590,8065,22630,31765
48,201,350601,1145,1820,3900,3630,5450,10675,10560,19690,9830
48,201,350602,650,6990,5655,13170,8250,30090,12955,30290,27255
48,201,350700,425,1065,4230,2480,1875,5970,1415,4625,10615
48,201,350801,1065,3765,6095,9045,3225,8100,4970,14540,17715
48,201,350802,3955,6840,8155,11700,1850,12420,11395,13635,27300
48,201,410100,1730,3200,6345,9730,6075,11220,5435,5475,6480
48,201,410200,3235,11195,6580,10320,6050,16050,6725,5535,
48,201,410300,,,,,,,,,
48,201,410401,,,,,,,,,
48,201,410402,,,,,,,,,
48,201,410500,1845,6700,9230,11080,2750,7170,4465,7170,9780
48,201,410600,1310,5935,8895,11620,2725,9330,4820,1930,3000
48,201,410701,2475,7810,7215,6640,3075,9120,2325,5240,7900
48,201,410702,1900,3700,5850,4510,850,4410,1170,1845,6615
48,201,410800,,,,,,,,,
48,201,410900,,,,,,,,,
48,201,411000,2200,6080,9195,13175,3375,13800,1640,6305,9135
48,201,411100,,,,,,,,,
48,201,411200,,,,,,,,,
48,201,411300,2475,5125,6660,8060,5025,7620,3305,9765,
48,201,411400,,,,,,,,,
48,201,411501,2725,9215,12630,15620,4120,5580,2740,2545,6970
48,201,411502,,,,,,,,,
48,201,411600,,,,,,,,,
48,201,411700,1335,3700,5310,8730,1700,9450,2195,3785,3540
48,201,411800,,,,,,,,,
48,201,411900,,,,,,,,,
48,201,412000,1050,3655,6930,4800,2850,2610,1300,2170,1230
48,201,412100,,,,,,,,,
48,201,412200,,,,,,,,,
48,201,412300,,,,,,,,,
48,201,412400,,,,,,,,,
48,201,412500,655,910,2395,3410,1755,1770,825,1480,1140
48,201,412600,600,2605,6720,9020,2925,3660,1440,2790,2325
48,201,412700,,,,,,,,,
48,201,412800,1000,2680,7785,14590,4700,9090,3525,3820,8030
48,201,412900,,,,,,,,,
48,201,413000,1435,2960,4260,9670,3850,11100,1445,2065,6750
48,201,413100,,,,,,,,,
48,201,413201,,,,,,,,,
48,201,413202,795,3250,6735,7120,1880,2610,3345,6380,15165
48,201,413300,1045,6750,15165,11255,5175,13320,4385,8695,9810
48,201,420100,630,1880,3410,8040,3825,7350,3110,2745,7980
48,201,420200,530,1525,3540,5560,2450,4890,3025,1365,9965
48,201,420300,165,2660,3245,8700,2200,15090,1320,5640,4440
48,201,420400,475,2155,5145,10460,3500,9990,2160,3240,3000
48,201,420500,230,680,4200,4480,3125,9450,6355,2785,10020
48,201,420600,195,780,2890,4070,2725,6450,3935,1645,4850
48,201,420700,,,,,,,,,
48,201,420800,,,,,,,,,
48,201,420900,,,,,,,,,
48,201,421000,,,,,,,,,
48,201,421101,530,3295,6885,4140,1115,9360,5380,4850,3010
48,201,421102,,,,,,,,,
48,201,421201,1155,2840,6270,7855,1450,12180,1365,2460,20160
48,201,421202,,,,,,,,,
48,201,421300,305,1905,4020,7900,1400,28800,4940,5955,33660
48,201,421401,1270,940,2220,4200,2550,14550,2455,5240,19500
48,201,421402,250,4070,4485,2300,2800,15120,1995,1620,8520
48,201,421403,,,,,,,,,
48,201,421500,,,,,,,,,
48,201,421600,,,,,,,,,
48,201,421700,560,2890,7800,10290,2925,14850,4590,6735,12640
48,201,421800,690,2700,7665,9840,4300,15455,10670,12125,7680
48,201,421900,470,620,1565,5980,3525,4890,2930,3560,2100
48,201,422000,,,,,,,,,
48,201,422100,795,1370,4745,15440,4450,12330,12125,6750,11460
48,201,422200,740,1660,2795,9590,1550,14760,9420,4410,6900
48,201,422301,910,2750,9750,5780,10530,13740,5050,11230,29700
48,201,422302,170,1010,3045,2100,1925,7110,2695,5060,10755
48,201,422401,820,1610,2025,5465,2200,7290,2505,4905,17285
48,201,422402,1480,1925,2745,12980,3775,21810,11115,6030,8490
48,201,422500,1400,1580,5920,11000,8350,22380,6490,8890,19320
48,201,422600,925,4085,6680,17660,7150,14880,4065,11880,18630
48,201,422701,,,,,,,,,
48,201,422702,,,,,,,,,
48,201,422800,675,2045,3900,4740,625,16860,3155,7555,11580
48,201,422900,695,1180,4005,4800,4275,18450,3455,10970,11040
48,201,423000,580,3095,3210,9020,3850,21990,4655,3890,13460
48,201,423100,,,,,,,,,
48,201,423201,400,1865,1590,9600,3300,10170,3650,5445,2880
48,201,423202,,,,,,,,,
48,201,423301,390,1515,3115,10800,2675,13590,6880,8235,13230
48,201,423302,430,1430,7205,8960,2650,15660,8120,20595,8410
48,201,423401,630,2010,5385,10420,4575,12060,8390,7815,9340
48,201,423402,365,1600,1875,4350,13175,9450,9635,7515,7050
48,201,423500,310,1215,1765,3420,2950,6420,2840,1710,3470
48,201,423600,835,3020,6880,10480,6000,25585,9325,11115,5910
48,201,430100,1665,8055,12405,11295,3525,15510,4320,4320,5370
48,201,430200,810,1300,1380,4500,1035,1740,1860,1485,2455
48,201,430300,,,,,,,,,
48,201,430400,1025,1970,3600,5340,2835,4080,2905,2115,3120
48,201,430500,1550,2120,3070,3300,900,3510,2630,1800,2305
48,201,430600,,,,,,,,,
48,201,430700,,,,,,,,,
48,201,430800,,,,,,,,,
48,201,430900,1500,2170,7240,12760,9250,9570,6175,4060,3955
48,201,431000,1580,3175,10965,8720,6430,11010,7430,9360,8200
48,201,431101,,,,,,,,,
48,201,431102,,,,,,,,,
48,201,431201,,,,,,,,,
48,201,431202,560,4185,5145,8340,5000,18660,3985,11895,4890
48,201,431301,,,,,,,,,
48,201,431302,1035,2695,4260,13560,4380,3870,2760,4385,2515
48,201,431401,785,2060,3195,6630,1625,8850,1755,2265,6140
48,201,431402,,,,,,,,,
48,201,431501,,,,,,,,,
48,201,431502,,,,,,,,,
48,201,431600,,,,,,,,,
48,201,431700,,,,,,,,,
48,201,431801,,,,,,,,,
48,201,431802,,,,,,,,,
48,201,431900,,,,,,,,,
48,201,432001,,,,,,,,,
48,201,432002,1250,3030,5735,11520,2225,10290,9760,9790,6900
48,201,432100,775,1170,7740,12540,2875,20010,4700,13455,15790
48,201,432200,1040,2950,4170,9685,4050,11610,2030,5400,5700
48,201,432300,2330,5820,8325,11260,4025,28050,10155,12955,16395
48,201,432400,1045,1280,7575,12020,1900,14790,17210,9000,19670
48,201,432500,805,2575,5670,12480,6850,15090,12215,13270,19995
48,201,432600,225,1415,4595,2760,1725,4560,2450,2645,8115
48,201,432701,,,,,,,,,
48,201,432702,,,,,,,,,
48,201,432801,365,1160,5535,11520,8250,9570,9565,10865,9180
48,201,432802,265,2000,3405,12440,6100,8910,7830,7695,26455
48,201,432901,,,,,,,,,
48,201,432902,420,1050,7870,11005,11635,15150,5660,6915,17300
48,201,433001,735,840,4215,9380,10725,10650,6710,4430,8100
48,201,433002,,,,,,,,,
48,201,433003,530,2240,2535,11140,3985,17310,7015,8090,9760
48,201,433100,210,1140,1650,7400,3700,10890,5355,2045,4440
48,201,433201,580,800,3555,12720,5765,12600,6195,5460,6420
48,201,433202,315,870,4730,8260,7265,10770,3070,7740,7050
48,201,433300,1145,2835,4435,9190,5725,12445,6480,3705,2650
48,201,433400,445,2375,4710,11560,4850,13050,11710,5670,11620
48,201,433501,,,,,,,,,
48,201,433502,,,,,,,,,
48,201,433600,,,,,,,,,
48,201,440100,565,4245,5140,19540,4525,18660,13745,10800,14960
48,201,450100,,,,,,,,,
48,201,450200,895,1970,1860,7900,4925,13410,8020,8130,9840
48,201,450300,1030,5475,8540,12515,4200,20880,9125,5340,4320
48,201,450400,,,,,,,,,
48,201,450500,675,2140,2180,1520,2850,7440,3085,4005,9435
48,201,450600,1150,2730,4845,5500,1495,7170,8725,4375,6390
48,201,450700,,,,,,,,,
48,201,450801,540,1450,2560,2000,925,7230,3260,3525,4670
48,201,450802,665,3390,11790,18465,8900,27900,4115,15300,4920
48,201,450900,575,1995,2670,5920,1750,8910,3480,3775,4600
48,201,451001,1395,2685,3390,9660,2125,17040,9295,7215,13100
48,201,451002,1565,1370,7080,12860,4775,11700,10335,11550,13400
48,201,451100,565,2030,5055,9685,4350,10110,4830,10050,25850
48,201,451200,640,2100,1545,3300,5825,7800,7990,5605,3060
48,201,451300,835,2780,9960,8640,8340,17130,15785,17815,21620
48,201,451401,,,,,,,,,
48,201,451402,805,1770,7320,10920,1550,17370,14670,22725,9700
48,201,451403,1150,2620,8510,12040,1950,20280,6695,7555,15775
48,201,451500,1825,5010,7240,7980,4450,15150,5805,11440,7260
48,201,451601,645,3390,3080,8880,3200,14430,13355,8595,14220
48,201,451602,3295,1960,4350,12220,7625,24780,6480,13640,14160
48,201,451700,450,1630,4210,4580,3020,10500,10360,8150,22490
48,201,451800,800,2380,5330,6140,5450,12360,12275,16985,16360
48,201,451901,945,2210,11240,12260,4855,18390,13865,23480,11835
48,201,451902,640,920,3030,5000,1125,6900,2440,3135,4125
48,201,452000,1345,4785,12570,12480,11635,25370,10360,14335,5685
48,201,452100,1810,6805,7585,19840,5825,20250,27440,27505,18640
48,201,452201,1420,3220,7575,8240,3525,13680,3605,11660,11740
48,201,452202,1340,860,3450,3180,5925,9090,4970,7290,2580
48,201,452300,350,2965,2775,3820,1050,5760,3185,7305,7290
48,201,452400,1170,5850,7210,7200,4575,35140,7120,17970,30760
48,201,452500,1075,1980,5625,9160,4300,24030,9680,25505,37350
48,201,452600,475,4180,2865,10840,4025,26520,4800,15120,16740
48,201,452700,345,1925,9515,13320,8425,35640,15880,34595,29525
48,201,452801,435,1575,7720,7775,4700,15720,7500,14460,11730
48,201,452802,490,1340,5235,7720,1305,20460,8800,6030,18180
48,201,452900,445,2395,5310,5945,4075,9510,3840,8065,15340
48,201,453000,1275,6450,9330,10235,6115,32640,9885,12015,32235
48,201,453100,245,1965,3465,6295,3300,18690,7015,4860,9870
48,201,453200,1335,2860,9165,11760,6675,14310,8510,10980,31710
48,201,453300,,,,,,,,,
48,201,453401,,,,,,,,,
48,201,453402,1080,6620,5475,10080,7000,20430,12120,19640,15510
48,201,453403,285,920,3245,7160,1800,4680,3200,3465,22985
48,201,453501,,,,,,,,,
48,201,453502,255,550,3900,6020,3600,8160,3675,9720,10795
48,201,453601,,890,750,2680,1900,6840,2515,6515,5160
48,201,453602,425,3340,4875,10540,9495,23130,12985,8000,33475
48,201,453700,385,760,3195,17340,13350,29670,10475,14890,48300
48,201,453800,210,1220,3810,5960,1350,9990,6220,6465,10555
48,201,453900,1545,3480,6585,11890,7150,31140,9865,27580,26930
48,201,454000,260,960,3225,7130,3775,16320,8140,18470,23070
48,201,454100,805,730,2500,2040,1400,16860,8800,7140,8160
48,201,454200,785,560,2575,3540,2335,13020,3795,17380,36615
48,201,454301,1300,2950,18390,17200,12635,24090,19240,17850,79665
48,201,454302,685,1735,5445,11020,7900,30180,18250,18615,13780
48,201,454400,,,,,,,,,
48,201,454501,970,3325,9830,9745,4700,18930,13400,29900,20700
48,201,454502,380,1110,1485,3060,1350,9180,4070,6800,5525
48,201,454600,930,3570,5460,10660,1175,15570,4840,13805,19410
48,201,454700,2920,2240,5475,6940,4275,13650,8080,22725,13925
48,201,454800,1270,4915,3750,5720,4400,24600,11545,19530,34875
48,201,454900,1770,4205,9290,10560,6050,29250,20850,50655,42635
48,201,455000,655,1435,1610,3920,,6840,6855,8645,9990
48,201,455101,1500,2810,6915,4060,4175,14850,11700,28930,20790
48,201,455102,1280,1560,4540,2720,1275,2040,8055,16120,30120
48,201,455200,1070,2040,4425,4990,2200,7110,8705,16435,17275
48,201,455300,1460,3130,4470,1980,2375,8400,7980,12385,19255
48,201,510100,,,,,,,,,
48,201,510200,2500,5550,11155,14010,13100,18450,5600,7140,5700
48,201,510300,2545,3635,6030,15415,3100,9840,9615,6835,13455
48,201,510400,535,3680,8445,8360,5900,11910,3005,2835,4635
48,201,510500,1460,2665,5085,5905,3825,11220,1935,4815,5460
48,201,510600,1340,4095,10215,11350,7150,18720,6375,1980,4230
48,201,510700,1760,5980,6075,5120,3075,13860,6445,4590,8500
48,201,510800,1760,11140,16120,14875,13725,11970,9895,6420,10980
48,201,510900,,,,,,,,,
48,201,511001,590,2630,5680,5660,1600,6570,2935,3960,3060
48,201,511002,,,,,,,,,
48,201,511100,515,2495,2625,8440,3625,12090,2580,3055,8820
48,201,511200,,,,,,,,,
48,201,511301,,,,,,,,,
48,201,511302,825,1325,5250,6130,7275,10080,2615,7935,10500
48,201,511400,845,2680,5195,10385,1575,5460,3070,4335,9740
48,201,511500,,,,,,,,,
48,201,511600,,,,,,,,,
48,201,520100,285,1100,3390,3940,1350,9570,1285,3735,2040
48,201,520200,,,,,,,,,
48,201,520300,1600,1280,4380,8440,1755,11340,8005,3595,25355
48,201,520400,970,1360,2660,4140,4225,10980,2595,1175,6555
48,201,520500,1535,4900,7515,14400,2575,18510,4725,9855,15210
48,201,520601,,,,,,,,,
48,201,520602,1775,2910,6300,7880,2800,16230,6925,5265,4800
48,201,520700,800,1920,6410,5900,2900,3930,2695,6120,1905
48,201,521000,,,,,,,,,
48,201,521100,465,2070,2325,4560,1825,4890,4620,2700,5580
48,201,521200,1430,5815,8685,11100,4850,12660,7780,4185,5760
48,201,521300,1815,4100,5825,9720,4700,13530,5465,8005,6720
48,201,521400,1115,8430,7820,6780,1500,24990,8035,12420,23600
48,201,521500,440,5080,9855,6840,1475,15900,3725,8165,13950
48,201,521600,580,2635,2070,5620,1525,7260,8880,4555,4045
48,201,521700,3315,3840,8380,9380,2625,22440,9805,4705,26730
48,201,521800,1325,3380,4440,13060,2175,13260,12860,8100,14450
48,201,521900,1940,6025,11305,8140,7975,12000,12225,9565,22060
48,201,522000,1240,4115,5145,4800,2080,9000,7845,6930,9180
48,201,522100,1635,7260,10695,10640,9675,21090,2610,12330,44155
48,201,522201,,,,,,,,,
48,201,522202,355,4100,3375,8100,3200,8370,4230,1375,10860
48,201,522301,1305,3195,5685,7580,3325,14970,1830,6230,10980
48,201,522302,1160,2375,6815,6165,3475,13950,4025,7395,3280
48,201,522401,1615,3870,4200,8240,5505,12240,10530,9540,15590
